name,amenity,shop,tourism,osm_id,osm_type,geometry,opening_hours,reviews,rating,business_type,open_time,close_time,duration_hours
restaurant africain,restaurant,,,5936988897,nodes,POINT (-4.0660988 5.3563441),11:00-21:00,190,2.8,restaurant,11:00:00,21:00:00,10.0
Lavage Auto,car_wash,,,5938934079,nodes,POINT (-4.0952128 5.356531),09:00-17:00,99,2.0,car_wash,09:00:00,17:00:00,8.0
Maquis Restaurant,restaurant,,,5938934492,nodes,POINT (-4.0992871 5.3549901),12:00-23:00,138,4.3,restaurant,12:00:00,23:00:00,11.0
Buvette Traditionelle,pub,,,5938934496,nodes,POINT (-4.0966713 5.3567647),18:00-02:00,55,1.9,pub,18:00:00,02:00:00,8.0
Cyber café,internet_cafe,,,5938982388,nodes,POINT (-4.094842 5.3506005),10:00-23:00,53,4.2,internet_cafe,10:00:00,23:00:00,13.0
Garbadrome,restaurant,,,5938982482,nodes,POINT (-4.0936833 5.3475714),10:00-21:00,39,3.5,restaurant,10:00:00,21:00:00,11.0
Kiosque café,cafe,,,5938982763,nodes,POINT (-4.0951712 5.355346),08:00-23:00,308,1.4,cafe,08:00:00,23:00:00,15.0
Lavage auto,car_wash,,,5938982764,nodes,POINT (-4.095237 5.3556471),08:00-18:00,398,2.3,car_wash,08:00:00,18:00:00,10.0
Lavage auto,car_wash,,,5938982992,nodes,POINT (-4.0952195 5.3565263),09:00-19:00,433,4.2,car_wash,09:00:00,19:00:00,10.0
Maquis,pub,,,5938716656,nodes,POINT (-4.1083456 5.370822),18:00-00:00,171,2.6,pub,18:00:00,00:00:00,6.0
Maquis plein air,pub,,,5938606949,nodes,POINT (-4.1033818 5.3523503),16:00-02:00,14,3.6,pub,16:00:00,02:00:00,10.0
Ola Energy,fuel,,,8455777131,nodes,POINT (-6.480336 7.382435),00:00-23:59,122,1.8,fuel,00:00:00,23:59:00,23.983333333333334
Maquis,pub,,,5937298592,nodes,POINT (-4.0998001 5.3455258),18:00-00:00,144,2.1,pub,18:00:00,00:00:00,6.0
Unknown,pub,,,5937152004,nodes,POINT (-4.0716355 5.3405452),19:00-00:00,83,4.8,pub,19:00:00,00:00:00,5.0
Maquis Restaurant,pub,,,5937206528,nodes,POINT (-4.0953657 5.3460726),18:00-01:00,277,3.5,pub,18:00:00,01:00:00,7.0
Reastaurant La terrasse,restaurant,,,5937206531,nodes,POINT (-4.0952202 5.3459397),10:00-22:00,54,4.2,restaurant,10:00:00,22:00:00,12.0
Auto Ecole Baraka,driving_school,,,5937206552,nodes,POINT (-4.0953674 5.3446111),11:00-15:00,33,3.3,driving_school,11:00:00,15:00:00,4.0
Unknown,cafe,,,5937055442,nodes,POINT (-4.1153663 5.3376597),06:00-23:00,108,1.0,cafe,06:00:00,23:00:00,17.0
Buvette Traditionnelle,pub,,,5937055473,nodes,POINT (-4.1108769 5.3431503),20:00-02:00,305,3.2,pub,20:00:00,02:00:00,6.0
Cave Restaurant,pub,,,5936983601,nodes,POINT (-4.0971793 5.3406035),16:00-00:00,5,3.3,pub,16:00:00,00:00:00,8.0
Cave Jardin,pub,,,5936983603,nodes,POINT (-4.0972365 5.3405899),20:00-00:00,387,2.5,pub,20:00:00,00:00:00,4.0
Marché,marketplace,,,5936816227,nodes,POINT (-4.0945691 5.344531),07:00-16:00,465,4.1,marketplace,07:00:00,16:00:00,9.0
Unknown,internet_cafe,,,5936816229,nodes,POINT (-4.0946184 5.344992),11:00-00:00,158,3.4,internet_cafe,11:00:00,00:00:00,13.0
Unknown,restaurant,,,5936816246,nodes,POINT (-4.0945007 5.345236),12:00-22:00,96,2.6,restaurant,12:00:00,22:00:00,10.0
Buvette,pub,,,5936816247,nodes,POINT (-4.0946492 5.345454),17:00-00:00,282,3.7,pub,17:00:00,00:00:00,7.0
Restaurant,restaurant,,,5936486537,nodes,POINT (-4.0716382 5.3537036),11:00-23:00,103,4.2,restaurant,11:00:00,23:00:00,12.0
Restaurant,restaurant,,,5936511371,nodes,POINT (-4.0709623 5.3546617),12:00-22:00,326,1.3,restaurant,12:00:00,22:00:00,10.0
Unknown,restaurant,,,5936514389,nodes,POINT (-4.0551057 5.332245),12:00-23:00,475,4.6,restaurant,12:00:00,23:00:00,11.0
Restaurant,restaurant,,,5936526185,nodes,POINT (-4.0731865 5.3572607),10:00-22:00,16,3.6,restaurant,10:00:00,22:00:00,12.0
Le Manguier,restaurant,,,5936536236,nodes,POINT (-4.0524866 5.3320835),10:00-21:00,137,4.4,restaurant,10:00:00,21:00:00,11.0
Restaurant,restaurant,,,5936243031,nodes,POINT (-4.081848 5.3396459),10:00-22:00,43,3.3,restaurant,10:00:00,22:00:00,12.0
Vendeuse d'Atiéké Poissons,restaurant,,,5936243035,nodes,POINT (-4.0818487 5.3397227),11:00-21:00,500,4.2,restaurant,11:00:00,21:00:00,10.0
Vendeuse d'Atiéké Poissons,restaurant,,,5936113643,nodes,POINT (-4.0832971 5.3478732),12:00-23:00,291,2.0,restaurant,12:00:00,23:00:00,11.0
Kiosque,cafe,,,5936113645,nodes,POINT (-4.0823952 5.3479854),07:00-20:00,289,4.1,cafe,07:00:00,20:00:00,13.0
Maquis Restaurant,restaurant,,,5934881740,nodes,POINT (-4.1019572 5.3418051),12:00-22:00,22,3.5,restaurant,12:00:00,22:00:00,10.0
Garbadrome,restaurant,,,5937055474,nodes,POINT (-4.1109681 5.3432452),10:00-23:00,288,4.5,restaurant,10:00:00,23:00:00,13.0
Unknown,cafe,,,5937055475,nodes,POINT (-4.1111317 5.343567),06:00-23:00,404,1.5,cafe,06:00:00,23:00:00,17.0
Kiosque,restaurant,,,5936957998,nodes,POINT (-4.075915 5.3383407),11:00-22:00,247,2.5,restaurant,11:00:00,22:00:00,11.0
Buvette Traditionelle,pub,,,5936958005,nodes,POINT (-4.0764836 5.3383387),19:00-00:00,23,3.0,pub,19:00:00,00:00:00,5.0
Kiosque,cafe,,,5936983607,nodes,POINT (-4.097368 5.3409571),07:00-20:00,24,1.7,cafe,07:00:00,20:00:00,13.0
Unknown,restaurant,,,5936816237,nodes,POINT (-4.094029 5.3447293),11:00-21:00,161,1.2,restaurant,11:00:00,21:00:00,10.0
Café Express,cafe,,,5936816270,nodes,POINT (-4.094432 5.347016),07:00-20:00,47,2.9,cafe,07:00:00,20:00:00,13.0
Unknown,internet_cafe,,,5936816272,nodes,POINT (-4.0942321 5.3470353),11:00-23:00,483,1.9,internet_cafe,11:00:00,23:00:00,12.0
Espace Monaco,pub,,,5936816273,nodes,POINT (-4.094268 5.34703),18:00-00:00,158,3.8,pub,18:00:00,00:00:00,6.0
Kiosque,cafe,,,5936816278,nodes,POINT (-4.093638 5.3469075),06:00-20:00,4,4.1,cafe,06:00:00,20:00:00,14.0
Cyber café,internet_cafe,,,5936767692,nodes,POINT (-4.1004217 5.3573482),11:00-22:00,182,1.2,internet_cafe,11:00:00,22:00:00,11.0
Kiosque café,cafe,,,5936767703,nodes,POINT (-4.0980553 5.3568568),06:00-22:00,144,3.8,cafe,06:00:00,22:00:00,16.0
Maquis le champs de mais,pub,,,5936767723,nodes,POINT (-4.0995325 5.3573468),16:00-02:00,490,1.8,pub,16:00:00,02:00:00,10.0
Maquis ballon d'or,pub,,,5936767752,nodes,POINT (-4.099509 5.35538),18:00-02:00,203,2.7,pub,18:00:00,02:00:00,8.0
Garbadrome,restaurant,,,5936768052,nodes,POINT (-4.1022952 5.3498133),10:00-22:00,99,3.8,restaurant,10:00:00,22:00:00,12.0
Buvette,pub,,,5936780296,nodes,POINT (-4.0786904 5.3357876),20:00-00:00,384,4.9,pub,20:00:00,00:00:00,4.0
Cave,pub,,,5936780298,nodes,POINT (-4.0739848 5.3363204),17:00-02:00,200,3.0,pub,17:00:00,02:00:00,9.0
Buvette Traditionnelle,pub,,,5936780299,nodes,POINT (-4.0740421 5.3363234),18:00-00:00,371,2.0,pub,18:00:00,00:00:00,6.0
Le Repère,pub,,,5936586887,nodes,POINT (-4.049748 5.3281911),19:00-00:00,182,4.7,pub,19:00:00,00:00:00,5.0
Resto cave,restaurant,,,5936586925,nodes,POINT (-4.0510523 5.3304778),11:00-22:00,498,4.1,restaurant,11:00:00,22:00:00,11.0
Unknown,restaurant,,,5936634517,nodes,POINT (-4.0560143 5.3279307),10:00-22:00,66,2.3,restaurant,10:00:00,22:00:00,12.0
Unknown,pub,,,5936634518,nodes,POINT (-4.0558655 5.3278946),18:00-00:00,359,2.5,pub,18:00:00,00:00:00,6.0
Kiosque,cafe,,,5936634543,nodes,POINT (-4.0531075 5.3267202),07:00-20:00,345,4.2,cafe,07:00:00,20:00:00,13.0
Grand Espace Plein Air,pub,,,5936634544,nodes,POINT (-4.0530116 5.326811),16:00-00:00,49,4.6,pub,16:00:00,00:00:00,8.0
Cyber café,internet_cafe,,,5936638118,nodes,POINT (-4.101048 5.3667129),09:00-23:00,169,3.7,internet_cafe,09:00:00,23:00:00,14.0
Maquis,pub,,,5936486544,nodes,POINT (-4.0726937 5.3534112),20:00-00:00,208,2.8,pub,20:00:00,00:00:00,4.0
Kiosque,cafe,,,5936536208,nodes,POINT (-4.0514043 5.3307976),07:00-21:00,379,4.3,cafe,07:00:00,21:00:00,14.0
Garbadrome,restaurant,,,5936536240,nodes,POINT (-4.0526301 5.3322143),11:00-22:00,257,4.7,restaurant,11:00:00,22:00:00,11.0
Kiosque,restaurant,,,5936242636,nodes,POINT (-4.0815738 5.3394984),12:00-23:00,51,4.9,restaurant,12:00:00,23:00:00,11.0
Cyber Café,internet_cafe,,,5936242645,nodes,POINT (-4.0809743 5.3388294),09:00-23:00,257,4.3,internet_cafe,09:00:00,23:00:00,14.0
Maquis Terrasse Numérique,pub,,,5936816488,nodes,POINT (-4.0932789 5.34707),17:00-01:00,76,3.7,pub,17:00:00,01:00:00,8.0
Unknown,restaurant,,,5936816513,nodes,POINT (-4.0944345 5.3461342),12:00-21:00,12,1.2,restaurant,12:00:00,21:00:00,9.0
Unknown,restaurant,,,5936816527,nodes,POINT (-4.0934305 5.3461569),12:00-23:00,300,2.4,restaurant,12:00:00,23:00:00,11.0
Cybercafé,internet_cafe,,,5936892708,nodes,POINT (-4.0660009 5.3388267),11:00-23:00,407,1.3,internet_cafe,11:00:00,23:00:00,12.0
kiosque à café,cafe,,,5936892710,nodes,POINT (-4.0665279 5.3404905),08:00-22:00,195,3.9,cafe,08:00:00,22:00:00,14.0
Unknown,pub,,,5936892711,nodes,POINT (-4.0665373 5.3405479),19:00-00:00,244,4.7,pub,19:00:00,00:00:00,5.0
Unknown,restaurant,,,5936663498,nodes,POINT (-4.0561337 5.33112),12:00-22:00,300,3.5,restaurant,12:00:00,22:00:00,10.0
Maquis la Plage,pub,,,5936663501,nodes,POINT (-4.0565052 5.3307048),18:00-01:00,444,2.9,pub,18:00:00,01:00:00,7.0
Maquis,pub,,,5936767724,nodes,POINT (-4.0994802 5.3577067),19:00-00:00,19,3.6,pub,19:00:00,00:00:00,5.0
Unknown,pub,,,5936767774,nodes,POINT (-4.1018818 5.3549264),16:00-02:00,148,4.8,pub,16:00:00,02:00:00,10.0
Kiosque café,cafe,,,5936767780,nodes,POINT (-4.1025762 5.3517822),07:00-23:00,82,2.1,cafe,07:00:00,23:00:00,16.0
Buvette Traditionelle,pub,,,5936779966,nodes,POINT (-4.0774901 5.3355906),18:00-02:00,77,4.9,pub,18:00:00,02:00:00,8.0
Maquis Espace Zonzi,pub,,,5936779967,nodes,POINT (-4.0772276 5.3357058),17:00-02:00,349,4.7,pub,17:00:00,02:00:00,9.0
Restaurant,restaurant,,,5936779971,nodes,POINT (-4.0767592 5.3366115),12:00-23:00,237,1.7,restaurant,12:00:00,23:00:00,11.0
Restaurant,restaurant,,,5936780301,nodes,POINT (-4.0750815 5.3360787),11:00-22:00,40,1.1,restaurant,11:00:00,22:00:00,11.0
Buvette Traditionnelle,pub,,,5936780302,nodes,POINT (-4.0750963 5.3360667),20:00-01:00,453,2.6,pub,20:00:00,01:00:00,5.0
Buvette Traditionnelle,pub,,,5936780303,nodes,POINT (-4.0751754 5.3360373),16:00-01:00,320,2.0,pub,16:00:00,01:00:00,9.0
Maquis,pub,,,5936780335,nodes,POINT (-4.084539 5.3466538),18:00-01:00,487,1.8,pub,18:00:00,01:00:00,7.0
Maquis la Cour des Grands,pub,,,5936585974,nodes,POINT (-4.0517436 5.3270514),18:00-02:00,367,2.0,pub,18:00:00,02:00:00,8.0
Unknown,pub,,,5936585975,nodes,POINT (-4.0514499 5.3271071),17:00-00:00,118,2.0,pub,17:00:00,00:00:00,7.0
Restaurant Plein Air,restaurant,,,5936586889,nodes,POINT (-4.0494181 5.3287786),11:00-22:00,452,1.2,restaurant,11:00:00,22:00:00,11.0
Kiosque,cafe,,,5936634493,nodes,POINT (-4.0560271 5.32976),06:00-22:00,110,2.2,cafe,06:00:00,22:00:00,16.0
Buvette,restaurant,,,5936634508,nodes,POINT (-4.0561538 5.3284241),12:00-22:00,413,1.4,restaurant,12:00:00,22:00:00,10.0
Unknown,restaurant,,,5936634521,nodes,POINT (-4.0557012 5.3276683),11:00-23:00,348,3.7,restaurant,11:00:00,23:00:00,12.0
Unknown,restaurant,,,5936634540,nodes,POINT (-4.053833 5.326566),10:00-23:00,72,2.0,restaurant,10:00:00,23:00:00,13.0
Cyber café,internet_cafe,,,5936638128,nodes,POINT (-4.1025312 5.3668077),11:00-22:00,393,3.9,internet_cafe,11:00:00,22:00:00,11.0
Maquis Burkina,pub,,,5936513174,nodes,POINT (-4.0549763 5.3329361),20:00-01:00,367,4.5,pub,20:00:00,01:00:00,5.0
Restaurant,restaurant,,,5936526127,nodes,POINT (-4.0715457 5.3582261),10:00-21:00,82,1.5,restaurant,10:00:00,21:00:00,11.0
Cybercafé,internet_cafe,,,5936536212,nodes,POINT (-4.05182 5.3312062),11:00-22:00,493,2.0,internet_cafe,11:00:00,22:00:00,11.0
Unknown,restaurant,,,5936536213,nodes,POINT (-4.0518549 5.3312502),11:00-22:00,256,1.3,restaurant,11:00:00,22:00:00,11.0
Garbadrome,restaurant,,,5936424010,nodes,POINT (-4.0716265 5.3514056),12:00-21:00,264,3.3,restaurant,12:00:00,21:00:00,9.0
Cyber Café,internet_cafe,,,5928559720,nodes,POINT (-4.0805719 5.3430389),09:00-00:00,311,3.1,internet_cafe,09:00:00,00:00:00,15.0
Unknown,restaurant,,,5934289382,nodes,POINT (-4.0945852 5.3803734),12:00-23:00,267,3.6,restaurant,12:00:00,23:00:00,11.0
Buvette,pub,,,5934290896,nodes,POINT (-4.0983651 5.3695142),20:00-02:00,476,4.2,pub,20:00:00,02:00:00,6.0
bistrot,pub,,,5934290897,nodes,POINT (-4.0982739 5.3694981),17:00-01:00,393,2.6,pub,17:00:00,01:00:00,8.0
Unknown,marketplace,,,5934290898,nodes,POINT (-4.0981592 5.3695235),07:00-16:00,174,3.5,marketplace,07:00:00,16:00:00,9.0
Maquis,pub,,,5934038361,nodes,POINT (-4.0967926 5.3387853),16:00-01:00,67,4.4,pub,16:00:00,01:00:00,9.0
Unknown,restaurant,,,5934581761,nodes,POINT (-4.0635708 5.3406848),10:00-23:00,148,3.2,restaurant,10:00:00,23:00:00,13.0
Unknown,cafe,,,5934582035,nodes,POINT (-4.0665675 5.3404117),08:00-22:00,184,3.5,cafe,08:00:00,22:00:00,14.0
Lavage Auto,car_wash,,,5934597818,nodes,POINT (-4.079601 5.3373679),09:00-19:00,319,5.0,car_wash,09:00:00,19:00:00,10.0
Garbadrome,restaurant,,,5934609689,nodes,POINT (-4.1000301 5.374375),11:00-22:00,438,4.6,restaurant,11:00:00,22:00:00,11.0
Cave,pub,,,5934642814,nodes,POINT (-4.0967108 5.3396759),18:00-00:00,481,4.3,pub,18:00:00,00:00:00,6.0
Cafétariat,cafe,,,5934642815,nodes,POINT (-4.0965861 5.3396686),07:00-23:00,220,3.8,cafe,07:00:00,23:00:00,16.0
Espace-Maquis,pub,,,5934642995,nodes,POINT (-4.0998718 5.3382191),19:00-00:00,456,4.7,pub,19:00:00,00:00:00,5.0
Cafétariat,cafe,,,5934643045,nodes,POINT (-4.1009675 5.3347908),08:00-20:00,396,2.6,cafe,08:00:00,20:00:00,12.0
Maquis,pub,,,5934643047,nodes,POINT (-4.1008723 5.334728),20:00-02:00,198,1.7,pub,20:00:00,02:00:00,6.0
Maquis,pub,,,5934643048,nodes,POINT (-4.1006912 5.3346886),16:00-00:00,122,3.0,pub,16:00:00,00:00:00,8.0
Maquis,pub,,,5934643049,nodes,POINT (-4.1005249 5.3345718),20:00-01:00,106,3.4,pub,20:00:00,01:00:00,5.0
Bar Tunel,bar,,,5934643060,nodes,POINT (-4.1014959 5.335419),18:00-02:00,312,3.9,bar,18:00:00,02:00:00,8.0
Restaurant-Maquis la boussole,restaurant,,,5934643061,nodes,POINT (-4.1014228 5.3354431),12:00-23:00,310,4.1,restaurant,12:00:00,23:00:00,11.0
Garba,restaurant,,,5934643062,nodes,POINT (-4.1014912 5.3355192),10:00-21:00,38,1.5,restaurant,10:00:00,21:00:00,11.0
Maquis Restaurant,pub,,,5931332775,nodes,POINT (-4.0796587 5.3653957),19:00-01:00,490,1.8,pub,19:00:00,01:00:00,6.0
Kiosque,cafe,,,5934317239,nodes,POINT (-4.1059671 5.3466675),06:00-22:00,78,1.4,cafe,06:00:00,22:00:00,16.0
Maquis Restaurant,restaurant,,,5934333085,nodes,POINT (-4.0838604 5.3424947),11:00-21:00,290,2.6,restaurant,11:00:00,21:00:00,10.0
Buvette,pub,,,5934412409,nodes,POINT (-4.0667891 5.336281),16:00-00:00,321,4.7,pub,16:00:00,00:00:00,8.0
Unknown,cafe,,,5934412415,nodes,POINT (-4.0660894 5.3362142),08:00-23:00,254,4.0,cafe,08:00:00,23:00:00,15.0
Unknown,car_wash,,,5934489545,nodes,POINT (-4.0995151 5.3485261),09:00-18:00,49,3.0,car_wash,09:00:00,18:00:00,9.0
Unknown,car_wash,,,5934489547,nodes,POINT (-4.0995178 5.3493333),08:00-18:00,412,4.9,car_wash,08:00:00,18:00:00,10.0
Maquis le Sommet,pub,,,5934489548,nodes,POINT (-4.0995399 5.3493714),17:00-01:00,7,3.9,pub,17:00:00,01:00:00,8.0
Lavage auto,car_wash,,,5934490032,nodes,POINT (-4.095418 5.3583483),08:00-17:00,73,3.0,car_wash,08:00:00,17:00:00,9.0
Maquis owiran,pub,,,5934490240,nodes,POINT (-4.1013953 5.3505357),17:00-02:00,392,1.2,pub,17:00:00,02:00:00,9.0
Maquis,pub,,,5934490749,nodes,POINT (-4.1029302 5.3511613),18:00-01:00,280,3.1,pub,18:00:00,01:00:00,7.0
Maquis,pub,,,5934490865,nodes,POINT (-4.0996827 5.3542664),16:00-01:00,496,4.6,pub,16:00:00,01:00:00,9.0
Lavage,car_wash,,,5934491408,nodes,POINT (-4.1021376 5.3559308),09:00-18:00,408,3.6,car_wash,09:00:00,18:00:00,9.0
Lavage,car_wash,,,5934491409,nodes,POINT (-4.1021289 5.3559869),08:00-19:00,400,4.3,car_wash,08:00:00,19:00:00,11.0
Buvette Traditionnelle,pub,,,5934055432,nodes,POINT (-4.0989233 5.3696467),16:00-02:00,458,2.2,pub,16:00:00,02:00:00,10.0
Buvette,pub,,,5934289311,nodes,POINT (-4.0992066 5.3680855),17:00-00:00,44,4.3,pub,17:00:00,00:00:00,7.0
Restaurant,restaurant,,,5934289315,nodes,POINT (-4.0989639 5.3682033),11:00-23:00,255,2.6,restaurant,11:00:00,23:00:00,12.0
Restaurant,restaurant,,,5934289327,nodes,POINT (-4.0981136 5.3719155),10:00-23:00,48,3.5,restaurant,10:00:00,23:00:00,13.0
Maquis COB de la MARAHOUE,pub,,,5934289341,nodes,POINT (-4.0974397 5.3772644),20:00-02:00,232,1.1,pub,20:00:00,02:00:00,6.0
bistro,pub,,,5934289363,nodes,POINT (-4.0955628 5.3748931),17:00-01:00,160,4.4,pub,17:00:00,01:00:00,8.0
Garbadrome,restaurant,,,5934289364,nodes,POINT (-4.0951726 5.3756541),11:00-21:00,86,2.9,restaurant,11:00:00,21:00:00,10.0
Unknown,cafe,,,5934289365,nodes,POINT (-4.0948829 5.3762203),06:00-20:00,478,3.8,cafe,06:00:00,20:00:00,14.0
bistro,pub,,,5934289366,nodes,POINT (-4.0947796 5.3763885),16:00-00:00,151,2.4,pub,16:00:00,00:00:00,8.0
bistro,pub,,,5934289370,nodes,POINT (-4.0963984 5.3777377),17:00-01:00,82,3.5,pub,17:00:00,01:00:00,8.0
Maquis Canal,pub,,,5934290885,nodes,POINT (-4.0950854 5.3807105),20:00-00:00,34,1.4,pub,20:00:00,00:00:00,4.0
Maquis,pub,,,5934038351,nodes,POINT (-4.0968087 5.339483),18:00-02:00,143,1.5,pub,18:00:00,02:00:00,8.0
Maquis,pub,,,5934038352,nodes,POINT (-4.096617 5.3395264),16:00-02:00,295,2.2,pub,16:00:00,02:00:00,10.0
Unknown,internet_cafe,,,5934881896,nodes,POINT (-4.1036383 5.3462769),11:00-22:00,180,4.9,internet_cafe,11:00:00,22:00:00,11.0
Restaurant,restaurant,,,5934702059,nodes,POINT (-4.1046743 5.3690822),12:00-22:00,36,1.2,restaurant,12:00:00,22:00:00,10.0
Unknown,restaurant,,,5934581827,nodes,POINT (-4.0644492 5.3404825),12:00-22:00,363,1.0,restaurant,12:00:00,22:00:00,10.0
Maquis,pub,,,5934597799,nodes,POINT (-4.0816073 5.3373282),16:00-02:00,395,2.9,pub,16:00:00,02:00:00,10.0
Maquis plein air,pub,,,5934642791,nodes,POINT (-4.0988197 5.3371389),19:00-01:00,242,2.5,pub,19:00:00,01:00:00,6.0
Bar-Maquis DIAMANT BLEU,bar,,,5934642882,nodes,POINT (-4.1003627 5.3390584),20:00-01:00,131,2.7,bar,20:00:00,01:00:00,5.0
Cafétariat,cafe,,,5934643029,nodes,POINT (-4.1005685 5.3366635),08:00-23:00,390,1.0,cafe,08:00:00,23:00:00,15.0
Maquis O'Baoulé,pub,,,5934643030,nodes,POINT (-4.1007807 5.3364662),20:00-02:00,448,4.0,pub,20:00:00,02:00:00,6.0
Maquis,pub,,,5934643051,nodes,POINT (-4.1012974 5.3350872),16:00-02:00,226,4.6,pub,16:00:00,02:00:00,10.0
Garbadrome,restaurant,,,5934316675,nodes,POINT (-4.1075597 5.3417109),10:00-23:00,332,4.9,restaurant,10:00:00,23:00:00,13.0
Kiosque,cafe,,,5934316678,nodes,POINT (-4.1075268 5.3418678),06:00-23:00,71,3.2,cafe,06:00:00,23:00:00,17.0
Kiosque,cafe,,,5934317185,nodes,POINT (-4.107325 5.3425188),07:00-20:00,481,2.8,cafe,07:00:00,20:00:00,13.0
Kiosque,cafe,,,5934317269,nodes,POINT (-4.1079707 5.3433116),07:00-22:00,291,4.3,cafe,07:00:00,22:00:00,15.0
Unknown,pub,,,5934412465,nodes,POINT (-4.0677923 5.33766),18:00-02:00,249,1.4,pub,18:00:00,02:00:00,8.0
Unknown,pub,,,5934412470,nodes,POINT (-4.0677081 5.337637),16:00-01:00,20,5.0,pub,16:00:00,01:00:00,9.0
Kiosque,restaurant,,,5934482186,nodes,POINT (-4.0837263 5.3414879),11:00-21:00,186,2.0,restaurant,11:00:00,21:00:00,10.0
Lavage Auto,car_wash,,,5934482202,nodes,POINT (-4.0840012 5.3418484),09:00-18:00,146,1.2,car_wash,09:00:00,18:00:00,9.0
Lavage auto clean,car_wash,,,5934490424,nodes,POINT (-4.0995211 5.3504169),09:00-19:00,205,2.0,car_wash,09:00:00,19:00:00,10.0
Restaurant,restaurant,,,5934490577,nodes,POINT (-4.1034298 5.3483058),12:00-22:00,209,3.4,restaurant,12:00:00,22:00:00,10.0
Parc des princes,pub,,,5934490758,nodes,POINT (-4.1034445 5.3512013),19:00-02:00,438,2.8,pub,19:00:00,02:00:00,7.0
Auto-ecole,driving_school,,,5934490870,nodes,POINT (-4.0996395 5.3547231),09:00-16:00,317,2.0,driving_school,09:00:00,16:00:00,7.0
Garbadrome,restaurant,,,5934289306,nodes,POINT (-4.0981666 5.3684179),11:00-23:00,348,2.7,restaurant,11:00:00,23:00:00,12.0
Bistrot,pub,,,5934289322,nodes,POINT (-4.0987319 5.3688178),19:00-01:00,66,2.6,pub,19:00:00,01:00:00,6.0
Buvette,pub,,,5934289323,nodes,POINT (-4.0987681 5.3689527),19:00-00:00,225,2.6,pub,19:00:00,00:00:00,5.0
Maquis,pub,,,5934289373,nodes,POINT (-4.0959974 5.3789467),20:00-02:00,187,1.2,pub,20:00:00,02:00:00,6.0
bistro,pub,,,5934289375,nodes,POINT (-4.0961932 5.3790682),17:00-01:00,262,1.9,pub,17:00:00,01:00:00,8.0
Buvette,pub,,,5934290894,nodes,POINT (-4.0985944 5.3694347),17:00-02:00,432,2.6,pub,17:00:00,02:00:00,9.0
Cafétariat,cafe,,,5934038292,nodes,POINT (-4.098406 5.3401553),07:00-23:00,319,4.6,cafe,07:00:00,23:00:00,16.0
Bar climatisé le salon des grands,bar,,,5934038302,nodes,POINT (-4.0981123 5.3398008),17:00-01:00,487,4.9,bar,17:00:00,01:00:00,8.0
Lavage,car_wash,,,5934038316,nodes,POINT (-4.098463 5.3393922),09:00-19:00,160,2.4,car_wash,09:00:00,19:00:00,10.0
Cafétariat,cafe,,,5934038342,nodes,POINT (-4.0954287 5.3391819),07:00-21:00,191,1.1,cafe,07:00:00,21:00:00,14.0
Cafétariat,cafe,,,5934038345,nodes,POINT (-4.0951203 5.3391846),08:00-23:00,42,4.1,cafe,08:00:00,23:00:00,15.0
Garba,restaurant,,,5934038347,nodes,POINT (-4.0954126 5.3393308),12:00-22:00,349,2.0,restaurant,12:00:00,22:00:00,10.0
Unknown,restaurant,,,5934038712,nodes,POINT (-4.0995754 5.335136),12:00-23:00,211,2.3,restaurant,12:00:00,23:00:00,11.0
Restaurant Glace,ice_cream,,,5934038713,nodes,POINT (-4.0995888 5.3351306),13:00-20:00,259,2.4,ice_cream,13:00:00,20:00:00,7.0
Restaurant,restaurant,,,5934038717,nodes,POINT (-4.0998356 5.3348255),11:00-21:00,230,2.7,restaurant,11:00:00,21:00:00,10.0
Restaurant,restaurant,,,5934038718,nodes,POINT (-4.0999871 5.3346272),11:00-21:00,134,4.8,restaurant,11:00:00,21:00:00,10.0
Restaurant,restaurant,,,5934038699,nodes,POINT (-4.0988687 5.3360226),12:00-23:00,449,4.6,restaurant,12:00:00,23:00:00,11.0
Maquis,pub,,,5934038702,nodes,POINT (-4.0990517 5.3357495),16:00-02:00,448,3.7,pub,16:00:00,02:00:00,10.0
Maquis,pub,,,5934038703,nodes,POINT (-4.0990484 5.3358296),17:00-01:00,349,2.6,pub,17:00:00,01:00:00,8.0
Maquis,pub,,,5934038704,nodes,POINT (-4.0990926 5.3357288),18:00-01:00,21,4.6,pub,18:00:00,01:00:00,7.0
Lavage,car_wash,,,5934038705,nodes,POINT (-4.0992402 5.335586),08:00-19:00,317,4.0,car_wash,08:00:00,19:00:00,11.0
Garba,restaurant,,,5934038732,nodes,POINT (-4.0998765 5.3339375),12:00-23:00,500,1.6,restaurant,12:00:00,23:00:00,11.0
Maquis,pub,,,5934039222,nodes,POINT (-4.1008857 5.3339849),19:00-02:00,379,1.0,pub,19:00:00,02:00:00,7.0
Garba,restaurant,,,5934039227,nodes,POINT (-4.0996465 5.3329981),12:00-23:00,125,4.6,restaurant,12:00:00,23:00:00,11.0
Unknown,restaurant,,,5934055244,nodes,POINT (-4.0992757 5.3686796),12:00-21:00,287,4.7,restaurant,12:00:00,21:00:00,9.0
Unknown,restaurant,,,5934055417,nodes,POINT (-4.0994621 5.3692037),10:00-21:00,4,3.2,restaurant,10:00:00,21:00:00,11.0
