name,amenity,shop,tourism,osm_id,osm_type,geometry,reviews,rating
Kiosque,cafe,None,None,5926480144,nodes,POINT (-4.0826711 5.3555082),410,4.1
Kiosque café express,cafe,None,None,5938982114,nodes,POINT (-4.0851666 5.3559395),305,3.1
Kiosque,cafe,None,None,5937268367,nodes,POINT (-4.0875712 5.3543933),487,1.3
MTN Mobile Money,money_transfer,None,None,5939133547,nodes,POINT (-4.0875377 5.3529405),53,3.8
Café Express,cafe,None,None,5926480136,nodes,POINT (-4.0836659 5.3554308),228,2.2
Marché Siporex 3,marketplace,None,None,5924581391,nodes,POINT (-4.0775692 5.3557539),195,1.3
Café Express,cafe,None,None,5924581390,nodes,POINT (-4.0766382 5.3558257),90,4.2
Marché Siporex 3,marketplace,None,None,5088339937,nodes,POINT (-4.0770355 5.3561758),229,4.4
Marché La Référence (marché de nuit),marketplace,None,None,5088339782,nodes,POINT (-4.0797097 5.3556417),379,4.8
Marché Siporex 10,marketplace,None,None,5088339939,nodes,POINT (-4.0798759 5.3561652),363,3.9
Marché Siporex 4,marketplace,None,None,5078518080,nodes,POINT (-4.0794629 5.3559542),257,4.9
Grande mosquée de Banco 2,place_of_worship,None,None,8651504740,nodes,POINT (-4.0810199 5.3547518),252,3.5
Marché Siporex 6,marketplace,None,None,5088339785,nodes,POINT (-4.0821558 5.3560209),134,4.0
Societé ivoirienne de banque,bank,None,None,4331386901,nodes,POINT (-4.0764995 5.3557448),70,2.3
Mosquée Firdaous,place_of_worship,None,None,5563127719,nodes,POINT (-4.9990878 7.6824934),212,3.0
EPP Anouanzè,school,None,None,5575730389,nodes,POINT (-4.9945588 7.6446825),464,3.1
Marché hebdomadaire,marketplace,None,None,2578013996,nodes,POINT (-5.2440621 7.4316001),278,4.0
Mosquée Doukouré,place_of_worship,None,None,5566568341,nodes,POINT (-4.9851572 7.7231639),94,3.8
Mosquée Abass,place_of_worship,None,None,5564374567,nodes,POINT (-4.986535 7.7193163),194,4.5
Marché hebdomadaire,marketplace,None,None,2578013997,nodes,POINT (-5.2188643 7.4587026),275,4.7
Epp Nassian 1,school,None,None,9125999375,nodes,POINT (-3.4746574 8.4533732),152,4.0
Mosquée Katopé,place_of_worship,None,None,10991097872,nodes,POINT (-5.3938979 9.5806183),96,4.0
MITEGUEKAHA,water_point,None,None,7930518490,nodes,POINT (-5.3939561 9.5813533),163,2.2
Coopec Sinématiali,bank,None,None,6634180440,nodes,POINT (-5.3903199 9.5797022),109,1.6
Maquis plein aire,restaurant,None,None,6472341331,nodes,POINT (-6.4289124 6.9076582),186,1.7
Ministère International de la révélation,place_of_worship,None,None,6475486866,nodes,POINT (-6.441101 6.9019939),455,4.0
Maquis Chez Ade,pub,None,None,6475928728,nodes,POINT (-6.4024007 6.8992273),331,2.4
Église Évangélique de Réveil International de Côte d'Ivoire,place_of_worship,None,None,5557190820,nodes,POINT (-5.0595233 7.6783042),361,4.2
Cyber du château,internet_cafe,None,None,6920139086,nodes,POINT (-5.0597748 7.6780669),46,3.2
Cave Choco,pub,None,None,6470448404,nodes,POINT (-6.4563842 6.881082),400,4.6
Banque Nationale d'Investissement - Agence Daloa,bank,None,None,4546184411,nodes,POINT (-6.459662 6.8846421),86,3.1
No Stress,nightclub,None,None,5766951787,nodes,POINT (-6.4569767 6.8835816),472,3.1
Le Berger de Fouta,restaurant,None,None,6478541096,nodes,POINT (-6.4668193 6.8819774),140,3.7
Eglise MERSA-Inter,place_of_worship,None,None,6472989216,nodes,POINT (-6.4674309 6.8783945),193,3.0
nouvelle pharmacie de bonon,pharmacy,None,None,4539796175,nodes,POINT (-6.05854 6.9257863),93,4.7
Commissariat de police de Bonan,police,None,None,7106435087,nodes,POINT (-6.0405776 6.9284842),212,4.2
Collège Flora Daloa,school,None,None,6478812764,nodes,POINT (-6.4609104 6.8561281),371,3.6
Primary school Epp yorobodi,school,None,None,4752554724,nodes,POINT (-3.6842743 8.1166983),342,2.3
Pompe solaire,water_point,None,None,7919391490,nodes,POINT (-4.3068987 8.2612548),430,1.3
Domaine de la Rose Croix AMORC,place_of_worship,None,None,11123477076,nodes,POINT (-5.6281026 9.4728271),104,1.8
Cours secondaire Epp Notre Dame de l'Assomption,school,None,None,11139772063,nodes,POINT (-5.638293 9.4754502),381,2.2
Ecole Coranique Madarassatou Salafiyat,school,None,None,11121991338,nodes,POINT (-5.6337366 9.4757366),277,3.2
Bar,nightclub,None,None,11121995863,nodes,POINT (-5.6430151 9.4720486),448,3.8
Attieke Poisson,restaurant,None,None,6470806308,nodes,POINT (-6.4716473 6.8881779),412,2.7
Café Noir,cafe,None,None,6470806313,nodes,POINT (-6.4716835 6.8882032),315,4.5
Maquis des amis,pub,None,None,6478225174,nodes,POINT (-6.4678627 6.8857001),225,4.0
Eglise de la Mission du Secours en Christ,place_of_worship,None,None,6478880045,nodes,POINT (-6.4622891 6.8903601),78,1.4
Assemblée de Dieu,place_of_worship,None,None,6470806348,nodes,POINT (-6.4716138 6.8899061),262,2.5
Maquis Espace Loisir,pub,None,None,6475699394,nodes,POINT (-6.4451095 6.8948363),148,1.1
Maquis Capital,pub,None,None,6475486872,nodes,POINT (-6.4404479 6.8955286),141,4.0
Bistrot,pub,None,None,6475495566,nodes,POINT (-6.4386401 6.8912368),273,4.9
Buvette,pub,None,None,5851992848,nodes,POINT (-6.6561964 4.7822443),201,3.4
Restaurant 5 étoiles,restaurant,None,None,5848266624,nodes,POINT (-6.6525207 4.7757901),217,1.2
Lavage Auto,car_wash,None,None,5848266623,nodes,POINT (-6.6521291 4.7774473),420,2.7
Société générale Côte d’Ivoire,bank,None,None,5848266614,nodes,POINT (-6.6531015 4.7783601),329,2.9
Le reveil International,place_of_worship,None,None,5848266615,nodes,POINT (-6.6526857 4.7787651),313,2.2
MTN Mobile Money,money_transfer,None,None,5845793035,nodes,POINT (-6.6545807 4.779019),263,4.5
Resto buvette,restaurant,None,None,5845967824,nodes,POINT (-6.6558306 4.7810851),154,1.5
EPV Les Anges,school,None,None,5845967827,nodes,POINT (-6.6567305 4.7806508),494,3.2
Restaurant,restaurant,None,None,5852414354,nodes,POINT (-6.6563067 4.7792542),353,2.6
Restaurant La Joie,restaurant,None,None,5851993260,nodes,POINT (-6.6551745 4.7790206),446,3.0
Restaurant,restaurant,None,None,5845967815,nodes,POINT (-6.656021 4.7815235),389,2.4
Maquis,pub,None,None,5845967806,nodes,POINT (-6.6560572 4.7819124),152,1.9
Kiosque à café,cafe,None,None,5937298434,nodes,POINT (-4.1126566 5.3456527),50,1.8
Garbadrome,restaurant,None,None,5934881895,nodes,POINT (-4.1034459 5.3462215),218,1.5
Collège Privé Siata,school,None,None,5924543224,nodes,POINT (-4.0691337 5.3505758),370,2.9
Café Express,cafe,None,None,5924543226,nodes,POINT (-4.0684403 5.3503234),19,1.2
Maquis korakor,pub,None,None,5924126787,nodes,POINT (-4.0722759 5.3498868),302,3.2
Maquis chez la baronne,pub,None,None,5924126790,nodes,POINT (-4.0722464 5.3501071),93,3.1
Le Sticker,car_wash,None,None,3137243351,nodes,POINT (-4.0693969 5.3435973),421,2.2
Mission Évangélique Béthel Délivrance,place_of_worship,None,None,4480568775,nodes,POINT (-4.0694375 5.3433059),193,4.4
Placali de Nadège,fast_food,None,None,7113386085,nodes,POINT (-4.0710488 5.3437018),27,3.2
Orange Money,money_transfer,None,None,5924095709,nodes,POINT (-4.0712047 5.3433526),237,2.3
Espace Open,pub,None,None,5411062454,nodes,POINT (-4.0703479 5.3464733),233,3.6
Agence Money gram,money_transfer,None,None,5924372251,nodes,POINT (-4.0720064 5.3465219),56,1.2
Industrie,bar,None,None,3386573700,nodes,POINT (-4.0697519 5.3467466),37,3.9
Garbadrome,restaurant,None,None,5928685147,nodes,POINT (-4.0715745 5.3450191),109,1.2
Maquis le club,pub,None,None,5924351385,nodes,POINT (-4.0719473 5.3465169),440,1.1
Maquis Operako,pub,None,None,5924351394,nodes,POINT (-4.0712305 5.3467362),2,4.8
Orange Money,money_transfer,None,None,5922827187,nodes,POINT (-4.0602777 5.3535027),388,2.3
Garbadrome,restaurant,None,None,5928951587,nodes,POINT (-4.064232 5.3515158),156,2.4
Le Palace,restaurant,None,None,5554766930,nodes,POINT (-4.0632316 5.3474625),71,2.2
GS Jean Paul II,school,None,None,4411562347,nodes,POINT (-4.0635738 5.3472075),174,2.5
Afriland First Bank,bank,None,None,5554767893,nodes,POINT (-4.0642738 5.3468199),400,2.7
yop pharmacie belle aire,biergarten,None,None,7779479992,nodes,POINT (-4.0634383 5.3468967),137,1.3
Restaurant Le Beaujolais,restaurant,None,None,5386935305,nodes,POINT (-4.0627755 5.3465152),33,3.9
École Supérieure de Marketing de l'Information et de Technologie (ESMIT),college,None,None,5921863144,nodes,POINT (-4.0595133 5.3484354),477,3.8
Cyber-Café,internet_cafe,None,None,5921917903,nodes,POINT (-4.0599431 5.3512745),122,2.1
Orange Money,money_transfer,None,None,5924391648,nodes,POINT (-4.0569752 5.3511219),450,5.0
Kiosque à café,cafe,None,None,5924391646,nodes,POINT (-4.0565448 5.3514691),467,2.9
Groupe Scolaire Sainte Ruth,school,None,None,5924391652,nodes,POINT (-4.0566708 5.3501472),23,1.1
Maquis Les Parrains sur terre,pub,None,None,5924391657,nodes,POINT (-4.0529573 5.3515305),131,1.8
Café express,cafe,None,None,5928601005,nodes,POINT (-4.0638632 5.350477),273,1.1
Tom Paris,pub,None,None,5924945221,nodes,POINT (-4.0632208 5.3476536),249,4.0
Chez Awa,restaurant,None,None,5924945245,nodes,POINT (-4.0632121 5.3501438),219,4.9
Lavage Auto,car_wash,None,None,5924613626,nodes,POINT (-4.0635265 5.3506212),345,1.1
Kiosque à café,cafe,None,None,5922947804,nodes,POINT (-4.049795 5.3487451),178,4.2
Maquis o cocoman,pub,None,None,5922947805,nodes,POINT (-4.0498231 5.3487899),144,4.0
École Islamique,school,None,None,5924563434,nodes,POINT (-4.0626998 5.3546196),416,1.4
Orange Money,money_transfer,None,None,5924500176,nodes,POINT (-4.0638792 5.3535387),324,1.3
Orange Money,money_transfer,None,None,5924500178,nodes,POINT (-4.0630223 5.3535507),365,2.6
Église de Jésus-Christ des saints des derniers jours,place_of_worship,None,None,5739489701,nodes,POINT (-4.063886 5.3516026),40,3.7
Eglise de Jésus Christ,place_of_worship,None,None,5928601104,nodes,POINT (-4.0640187 5.3518837),170,3.3
Café express,cafe,None,None,5928601127,nodes,POINT (-4.0649843 5.351877),326,3.2
Cafetariat,cafe,None,None,5924436016,nodes,POINT (-4.0659191 5.3564055),483,4.7
Bonnet Rouge,pub,None,None,5485014971,nodes,POINT (-4.0661434 5.3467818),401,2.5
MUST,bar,None,None,3386572810,nodes,POINT (-4.0681747 5.3467573),88,1.4
Orange Money,money_transfer,None,None,5924512565,nodes,POINT (-4.0684189 5.3490456),50,3.2
Kiosque à café,cafe,None,None,5924508704,nodes,POINT (-4.0678865 5.3488493),435,1.0
Collège Moderne Amadou Hampaté Ba,school,None,None,5924543228,nodes,POINT (-4.0679817 5.3504529),134,3.8
Maquis Awaldo,pub,None,None,8715646485,nodes,POINT (-4.0627789 5.3375348),343,3.8
Orange Money,money_transfer,None,None,8728727848,nodes,POINT (-4.0658607 5.3373245),312,1.3
Groupe Scolaire Collège-Victor Schoelcher,school,None,None,5438063827,nodes,POINT (-4.0633589 5.3385556),476,2.4
Groupe Scolaire Collège-Victor Schoelcher,school,None,None,8695405190,nodes,POINT (-4.0630062 5.3390083),109,4.5
Eglise Vivante,place_of_worship,None,None,5934581743,nodes,POINT (-4.0630293 5.3402278),402,1.6
Banque Populaire,bank,None,None,8806294599,nodes,POINT (-4.0625113 5.338541),448,3.6
La caisse d’épargne,bank,None,None,5235216703,nodes,POINT (-4.0625152 5.3385058),435,4.2
Restaurant Amona Orient,restaurant,None,None,4449384524,nodes,POINT (-4.0625205 5.338115),489,2.8
Star Oil,fuel,None,None,4302854786,nodes,POINT (-4.0625297 5.3379912),451,1.8
Groupe Scolaire SICOGI 8,school,None,None,5584175433,nodes,POINT (-4.0585376 5.3361882),310,4.1
Maquis Paradis,restaurant,None,None,4262571189,nodes,POINT (-5.7417522 6.9837021),276,2.9
Église Méthodiste Unie Béthanie Bouaflé,place_of_worship,None,None,5207392221,nodes,POINT (-5.7402559 6.9822201),17,1.9
Maquis restaurant BV,food_court,None,None,9228809179,nodes,POINT (-5.7587148 6.9901781),315,4.1
Epp loubria,school,None,None,7101376387,nodes,POINT (-6.7177153 6.5130571),268,1.6
Ecole,school,None,None,7644506575,nodes,POINT (-6.7195589 6.5215172),199,1.4
Collège Les Elites de Zoukougbeu,school,None,None,4553128340,nodes,POINT (-6.869617 6.76324),184,1.2
Cité universitaire kalilou,school,None,None,6497784187,nodes,POINT (-6.4536542 6.8970627),63,3.5
Collège Saint Josèphe de Calazance,school,None,None,6472618473,nodes,POINT (-6.4533748 6.9010992),494,2.0
La source de Gbokora,drinking_water,None,None,4316007994,nodes,POINT (-6.4572975 6.9061634),442,4.9
Collège Moderne 2 Daloa,school,None,None,6470806362,nodes,POINT (-6.4764807 6.900801),254,3.7
Maquis Zenith,restaurant,None,None,9734489423,nodes,POINT (-7.0053988 6.2500036),42,4.2
Coopec,bank,None,None,7101365946,nodes,POINT (-7.0066859 6.2503637),217,4.4
le gbozoume petit Ouaga,pub,None,None,10536351009,nodes,POINT (-6.8338173 6.0193566),477,1.3
LYCEE MUNICIPAL DE BUYO,school,None,None,9743104840,nodes,POINT (-6.9891928 6.2668592),100,4.7
EPP Sagboya,school,None,None,5322342537,nodes,POINT (-6.9135037 5.9653268),263,1.9
tuteur v5,hunting_stand,None,None,10315887909,nodes,POINT (-6.9720983 5.9949333),151,2.6
Marché,marketplace,None,None,7101367552,nodes,POINT (-6.906995 6.3937483),422,4.0
Eglise methodiste unie,place_of_worship,None,None,10652100586,nodes,POINT (-7.0120985 6.249333),336,1.8
JERUSALEM ( COUVANT ),place_of_worship,None,None,9327870087,nodes,POINT (-6.0979365 6.1677154),176,3.4
Marché de Bayota,marketplace,None,None,5528590906,nodes,POINT (-5.9555532 6.4644185),188,2.0
Cave,pub,None,None,5955716901,nodes,POINT (-4.047328 5.4411658),380,2.5
Restaurant,restaurant,None,None,5955716895,nodes,POINT (-4.0470564 5.4409449),469,2.0
Restaurant Africain,restaurant,None,None,5955716897,nodes,POINT (-4.0471677 5.4409135),235,3.1
Myriam,cafe,None,None,6829609293,nodes,POINT (-4.0490407 5.4363957),194,1.6
Bistrot,pub,None,None,5961516489,nodes,POINT (-4.0507257 5.4288798),141,4.5
Shell,fuel,None,None,4262568991,nodes,POINT (-6.5930792 6.4861456),98,3.0
Lycee moderne,school,None,None,7101361823,nodes,POINT (-6.5826494 6.4879436),143,2.8
Banque populaire,bank,None,None,8639412817,nodes,POINT (-6.5892888 6.4911026),232,4.6
École coranique,school,None,None,7158059785,nodes,POINT (-6.5657319 6.491488),196,1.9
Garbadrome,restaurant,None,None,5927194820,nodes,POINT (-4.0768377 5.3478225),414,2.6
Majestic Ficgayo,cinema,None,None,6572203963,nodes,POINT (-4.0744284 5.3498694),78,3.1
yop cosmos,biergarten,None,None,7798593289,nodes,POINT (-4.0734146 5.349832),143,3.9
Biao,bank,None,None,2468902827,nodes,POINT (-4.0731066 5.3488204),15,2.9
Marché de Manioc,marketplace,None,None,5088339780,nodes,POINT (-4.0755039 5.3497359),32,2.4
Dépôt de crême glacée,ice_cream,None,None,5937222906,nodes,POINT (-4.1074102 5.349832),249,3.7
Kiosque café,cafe,None,None,5936768050,nodes,POINT (-4.1020578 5.3497926),322,1.1
Tradi praticien,social_facility,None,None,5929340968,nodes,POINT (-4.0817367 5.3481937),214,2.5
Kiosque,cafe,None,None,5924572573,nodes,POINT (-4.0753926 5.3477484),111,4.0
Maquis,pub,None,None,5924510415,nodes,POINT (-4.0791514 5.3485121),15,4.1
Station Service Shell,fuel,None,None,3665961346,nodes,POINT (-4.082797 5.3478572),120,2.1
Maquis,pub,None,None,5923974749,nodes,POINT (-4.0815952 5.3508508),472,2.9
Cyber Grâce Divine,internet_cafe,None,None,5923975066,nodes,POINT (-4.0796151 5.34797),107,1.3
Maquis village bambou,pub,None,None,5924690674,nodes,POINT (-4.0011789 5.3717957),472,3.6
Kiosque café gloire à DIEU,cafe,None,None,5924383940,nodes,POINT (-4.0062889 5.368189),292,2.9
Maquis,pub,None,None,5923686734,nodes,POINT (-4.0093811 5.3679927),242,1.2
Kiosque,cafe,None,None,5931331774,nodes,POINT (-4.0747382 5.3689393),183,1.8
Institut botanique Ake-Assi d’Andokoi,research_institute,None,None,4681775669,nodes,POINT (-4.0658252 5.3686692),291,4.1
Chez gouverneur,pub,None,None,6146436285,nodes,POINT (-4.0020958 5.3679731),413,4.1
Maquis,pub,None,None,5924692555,nodes,POINT (-4.0007126 5.3683872),76,4.5
Maquis,pub,None,None,5923989604,nodes,POINT (-4.0012671 5.367055),278,1.9
Groupe Scolaire Shalom,school,None,None,4545141224,nodes,POINT (-4.0078566 5.3692676),339,4.0
Orange Money,money_transfer,None,None,5923686911,nodes,POINT (-4.0080806 5.3680447),203,4.4
Restaurant-Maquis,restaurant,None,None,5938716669,nodes,POINT (-4.1052557 5.3694354),297,4.0
Kiosque,restaurant,None,None,5938177914,nodes,POINT (-4.0957365 5.3653396),12,3.5
Groupe Scolaire Sainte Hélène1,school,None,None,5937240286,nodes,POINT (-4.1062742 5.3692124),211,4.6
BSIC (Banque Sahelo-Saharienne pour l'investissement et le Commerce),bank,None,None,4764022074,nodes,POINT (-4.0735331 5.3459301),433,1.3
Bni,bank,None,None,6480218901,nodes,POINT (-4.0731423 5.347183),156,4.7
Restaurant sénégalais,restaurant,None,None,7239213753,nodes,POINT (-4.0727751 5.3468107),328,4.2
Chez Hassan,restaurant,None,None,2460520013,nodes,POINT (-4.0731054 5.3469613),161,4.1
Kiosque,cafe,None,None,5927194827,nodes,POINT (-4.0756089 5.3473972),394,4.0
Top chef,restaurant,None,None,2450730402,nodes,POINT (-4.0731092 5.3464984),294,4.5
Mosquée Kenya,place_of_worship,None,None,5924386279,nodes,POINT (-4.072864 5.3468217),249,1.3
Maquis le brasseur,bar,None,None,4403234790,nodes,POINT (-4.0627081 5.3232704),172,3.5
Marché,marketplace,None,None,5076670479,nodes,POINT (-4.0682217 5.3238299),9,4.5
Collège Saint François,school,None,None,4264707861,nodes,POINT (-4.0650945 5.3249747),202,4.4
Marché petit Toits Rouges,marketplace,None,None,5076674131,nodes,POINT (-4.0629727 5.3260692),486,2.2
Agence Western Union,money_transfer,None,None,8814596486,nodes,POINT (-4.0634897 5.3281069),55,3.4
College methodiste (CSP) Yopougon,school,None,None,5267752321,nodes,POINT (-4.067104 5.3273258),26,2.5
Ecole Primaire Methodiste Yopougon,school,None,None,5918671916,nodes,POINT (-4.0672186 5.3266327),449,2.4
Café,cafe,None,None,8804809494,nodes,POINT (-4.0710568 5.329728),16,2.0
Eglise Reveil,place_of_worship,None,None,8786442414,nodes,POINT (-4.0698626 5.3296732),8,1.2
Eglise Tabernacle,place_of_worship,None,None,8791521879,nodes,POINT (-4.0670241 5.3290817),431,4.3
Maquis Pétole Espace VIP,pub,None,None,8790026591,nodes,POINT (-4.0647255 5.3282338),62,1.4
Sainte Marie Madeleine,place_of_worship,None,None,9598266928,nodes,POINT (-4.0624733 5.3210435),65,4.4
Ecobank,bank,None,None,2745345965,nodes,POINT (-4.0181542 5.3243518),277,1.7
Brigade de Sapeurs-Pompiers de Yopougon,fire_station,None,None,1219799943,nodes,POINT (-4.0604915 5.3295742),354,4.0
Restaurant du Geo-Beton,restaurant,None,None,3930671812,nodes,POINT (-4.0551731 5.3223885),156,3.4
La Pergola,restaurant,None,None,3144242302,nodes,POINT (-4.0193432 5.3305225),441,2.8
Station Service Total Nour-Al Hayat,fuel,None,None,5411062466,nodes,POINT (-4.0180591 5.323175),285,2.2
Auto école l'Onction Divine,driving_school,None,None,8839934146,nodes,POINT (-4.0018988 5.3246271),32,4.3
Collège moderne Dorian,school,None,None,4314450182,nodes,POINT (-4.0631395 5.3188786),337,3.0
EPV Marie Paul,school,None,None,4428007994,nodes,POINT (-4.0630725 5.3194821),208,2.0
maquis à l'étage,bar,None,None,4428036690,nodes,POINT (-4.0619388 5.319651),187,3.5
Pharmacie de la Gare-Sud,pharmacy,None,None,1723096997,nodes,POINT (-4.0182668 5.3158307),438,3.4
Restauant-Glacier Mika Chawarma,restaurant,None,None,3015623536,nodes,POINT (-4.0057789 5.3056273),82,3.8
Station Service Corlay,fuel,None,None,3959581555,nodes,POINT (-4.0095201 5.3080378),406,2.3
Station Service Total Sitarail,fuel,None,None,845967791,nodes,POINT (-4.0138028 5.3011947),11,3.7
BSIC - Agence de Treichville Nanan Yamousso,bank,None,None,4021166129,nodes,POINT (-4.0060854 5.3095542),193,1.4
Restaurant BTI,restaurant,None,None,3256798556,nodes,POINT (-4.02037 5.315959),419,3.2
Église universelle (ex Cinéma la paix ),place_of_worship,None,None,6534709886,nodes,POINT (-4.0553953 5.334149),49,3.2
Bureau de Poste de Toits-Rouge,post_office,None,None,5936513161,nodes,POINT (-4.0553982 5.333579),398,4.1
Centre Antituberculeux,doctors,None,None,6638710416,nodes,POINT (-4.056325 5.3313635),182,4.1
MTN Money,money_transfer,None,None,5936634500,nodes,POINT (-4.0560445 5.3290236),498,1.6
Pharmacie Chigata,pharmacy,None,None,4006546137,nodes,POINT (-4.0582734 5.3268543),78,2.5
Maquis Escale,restaurant,None,None,3577243618,nodes,POINT (-4.055603 5.323033),392,4.7
Gmeos,place_of_worship,None,None,3930702860,nodes,POINT (-4.0555202 5.3229631),196,1.9
Restaurant Sankadiokro,restaurant,None,None,4975344574,nodes,POINT (-4.0603011 5.3332399),229,4.7
Gendarmerie Escadron 2/1 de Yopougon,police,None,None,5711070521,nodes,POINT (-4.0550623 5.3266103),18,2.8
Garbadrome,restaurant,None,None,8786514188,nodes,POINT (-4.0716349 5.331339),147,1.4
Cyber Café,internet_cafe,None,None,8796003845,nodes,POINT (-4.0714525 5.331768),24,2.8
Ecole Primaire Publique Medji Bamba,school,None,None,8791871806,nodes,POINT (-4.0707953 5.3306854),346,1.1
Eglise Recprosi,place_of_worship,None,None,8811301619,nodes,POINT (-4.071897 5.33378),213,4.5
Restaurant,restaurant,None,None,8786619302,nodes,POINT (-4.0719903 5.3330048),395,3.7
Groupe Scolaire Sicogi 10,school,None,None,8734309795,nodes,POINT (-4.0716362 5.3326349),316,4.2
BANCO OCI,hunting_stand,None,None,9977142917,nodes,POINT (-4.0735404 5.3335448),187,1.3
Marché Mami Faitai,marketplace,None,None,5076846248,nodes,POINT (-4.0860772 5.3329127),106,2.0
Saint Mathias Kalemba Mulumba,place_of_worship,None,None,3745207655,nodes,POINT (-4.070607 5.3319518),63,5.0
Mo,place_of_worship,None,None,11594216069,nodes,POINT (-4.0156894 5.4385903),201,3.9
Collège Jean-Baptiste de la Salle 2,school,None,None,5390465864,nodes,POINT (-4.0533181 5.3409311),426,1.2
Salle de Témoin de Jéhovah,place_of_worship,None,None,5931278887,nodes,POINT (-4.0595904 5.3425014),318,4.4
Groupe Scolaire Sicogi 5,school,None,None,5922580866,nodes,POINT (-4.0599592 5.3401446),216,1.3
Mission Evangélique Source de Bénédiction,place_of_worship,None,None,5922542454,nodes,POINT (-4.0586436 5.3407709),128,4.1
Notre Dame de l’Annonciation,place_of_worship,None,None,2446130569,nodes,POINT (-4.0581914 5.3381038),80,2.0
Marché Nouveau Sicogi,marketplace,None,None,1219799988,nodes,POINT (-4.0580023 5.339323),479,4.1
Le Capoutchino,cafe,None,None,5924958432,nodes,POINT (-4.0584384 5.3444189),406,4.6
Maquis,pub,None,None,5922817509,nodes,POINT (-4.0588072 5.3406814),318,2.2
Dauphin Beach,restaurant,None,None,4341074187,nodes,POINT (-4.2792713 5.2145208),483,3.7
Sanctuaire notre dame de Cana,place_of_worship,None,None,6937631216,nodes,POINT (-4.2820917 5.218945),149,1.1
Le Blackberry,nightclub,None,None,5485014973,nodes,POINT (-4.0640857 5.3430345),3,1.5
Eglise Eden,place_of_worship,None,None,5931278780,nodes,POINT (-4.0629499 5.34289),226,1.1
Location de véhicules,car_rental,None,None,5922707227,nodes,POINT (-4.0631805 5.343615),445,4.9
CNPS YOPOUGON,toilets,None,None,9890244419,nodes,POINT (-4.0642531 5.3432654),268,1.0
Cave à Vin,pub,None,None,5928762755,nodes,POINT (-4.0644237 5.3435029),225,4.5
Garbadrome,restaurant,None,None,5928762756,nodes,POINT (-4.0647999 5.3435329),349,1.9
Mission International d'Evangelisation en Cote d'Ivoire,place_of_worship,None,None,5936988387,nodes,POINT (-4.0664776 5.3581881),333,4.7
Orange Money,money_transfer,None,None,5936813567,nodes,POINT (-4.0687823 5.3572788),325,3.3
Église du Christ de Yopougon Gare,place_of_worship,None,None,5936988898,nodes,POINT (-4.0647483 5.3572187),442,2.5
Food Fusion,fast_food,None,None,3950271857,nodes,POINT (-4.0661199 5.3556978),3,3.9
Les Alouettes,college,None,None,3177106072,nodes,POINT (-4.0262392 5.3585614),276,2.5
Auto- Ecole,driving_school,None,None,5931463990,nodes,POINT (-4.0644532 5.3573362),435,4.0
Garbadrome,restaurant,None,None,5927563665,nodes,POINT (-4.067698 5.3578429),13,3.0
Eglise Baptiste Union,place_of_worship,None,None,5927563680,nodes,POINT (-4.067633 5.3589912),228,2.5
Groupe scolaire Saint Hubert,school,None,None,4681797533,nodes,POINT (-4.064933 5.3674251),265,3.5
Grace santé,doctors,None,None,9589949154,nodes,POINT (-4.0653632 5.363758),16,4.6
GS Sanogo Almamy,school,None,None,7731727238,nodes,POINT (-4.0668485 5.365178),395,4.3
Collège Jeanne de Cavally,school,None,None,4331386902,nodes,POINT (-4.0665642 5.3610846),310,1.4
Université internationale Clairefontaine 2,school,None,None,9557373146,nodes,POINT (-4.0661133 5.3626119),11,4.1
Eglise Temple Canaan,place_of_worship,None,None,5927195499,nodes,POINT (-4.0800007 5.343175),115,2.7
Kiosque,cafe,None,None,5931830823,nodes,POINT (-4.0786193 5.3422363),29,3.1
Pouponnière de Yopougon,social_facility,None,None,2463107745,nodes,POINT (-4.0808756 5.3420107),472,4.4
Eglise,place_of_worship,None,None,5934597819,nodes,POINT (-4.0809676 5.3368198),43,4.1
Eglise,place_of_worship,None,None,5929114841,nodes,POINT (-4.0805841 5.3423665),500,1.1
Collège Ciel Pluriel,school,None,None,5927112845,nodes,POINT (-4.0843472 5.341285),443,4.2
Chez Roky,restaurant,None,None,6424149886,nodes,POINT (-4.0837015 5.3401852),127,1.6
Mosquée Darou-Salam,place_of_worship,None,None,5926566259,nodes,POINT (-4.0840642 5.3396332),77,2.6
Cave,pub,None,None,5934482185,nodes,POINT (-4.0837269 5.3412202),138,3.0
Collège D. Baz,school,None,None,5931332665,nodes,POINT (-4.0744666 5.3634375),96,4.2
Marché d’Andokoi,marketplace,None,None,5077008199,nodes,POINT (-4.0713809 5.3624981),160,4.4
Au Cabri Grillé,restaurant,None,None,5357471223,nodes,POINT (-5.0507333 7.6826467),267,2.6
Église Évangelique pour le réveil des nations,place_of_worship,None,None,6470110037,nodes,POINT (-6.4540453 6.8753228),63,4.4
Total,fuel,None,None,5335018343,nodes,POINT (-4.0713009 5.3609788),21,3.1
Kiosque,cafe,None,None,5927110669,nodes,POINT (-4.0727547 5.3588383),323,3.6
DREN YOPOUGON,biergarten,None,None,9956412017,nodes,POINT (-4.1035532 5.3521275),10,2.7
Cyber de DOSSO,internet_cafe,None,None,8429072317,nodes,POINT (-4.1063591 5.3684762),117,3.7
Garba,restaurant,None,None,5938716668,nodes,POINT (-4.1055286 5.3696357),293,1.1
